"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006/2007","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-24310","","","","0"
"2007/2008","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-24376","","","","0"
"2008/2009","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-24310","","","","0"
"2009/2010","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-24310","","","","0"
"2010/2011","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-22792","","","","0"
"2011/2012","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-13688","","","","0"
"2012/2013","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-13651","","","","0"
"2013/2014","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-13651","","","","0"
"2014/2015","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-13651","","","","0"
"2015/2016","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-10491","","","","0"
"2016/2017","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","8786","","","","0"
"2017/2018","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","8786","","","","0"
"2018/2019","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","8786","","","","0"
"2019/2020","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","8810","","","","0"
"2020/2021","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","7558","","","","0"
"2000/2001","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13941","","","","0"
"2001/2002","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13749","","","","0"
"2002/2003","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13767","","","","0"
"2003/2004","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","13984","","","","0"
"2004/2005","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14037","","","","0"
"2005/2006","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14270","","","","0"
"2006/2007","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","14846","","","","0"
"2007/2008","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15403","","","","0"
"2008/2009","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15742","","","","0"
"2009/2010","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15968","","","","0"
"2010/2011","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15622","","","","0"
"2011/2012","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15992","","","","0"
